bedrooms,beds,Price,n_person
1.0,1.0,214.0,2
1.0,1.0,100.0,2
2.0,3.0,75.0,3
1.0,3.0,225.0,3
1.0,1.0,336.0,2
,2.0,83.0,2
1.0,1.0,111.0,2
3.0,4.0,156.0,4
2.0,3.0,180.0,4
1.0,1.0,103.0,2
1.0,1.0,85.0,2
4.0,3.0,145.0,6
4.0,8.0,445.0,4
2.0,2.0,110.0,4
1.0,3.0,230.0,2
2.0,3.0,104.0,4
4.0,4.0,400.0,6
1.0,2.0,85.0,3
2.0,2.0,195.0,4
,2.0,120.0,3
1.0,1.0,160.0,2
2.0,4.0,100.0,2
1.0,1.0,125.0,2
1.0,1.0,190.0,2
1.0,1.0,148.0,2
5.0,5.0,320.0,4
1.0,1.0,85.0,2
1.0,1.0,200.0,2
2.0,2.0,210.0,4
1.0,1.0,75.0,1
1.0,1.0,165.0,2
1.0,1.0,65.0,2
3.0,3.0,175.0,4
1.0,2.0,199.0,3
1.0,1.0,48.0,2
1.0,1.0,175.0,4
1.0,2.0,95.0,3
1.0,1.0,200.0,2
1.0,1.0,123.0,2
3.0,4.0,220.0,4
1.0,1.0,85.0,2
1.0,3.0,82.0,4
4.0,3.0,280.0,4
3.0,4.0,175.0,4
1.0,1.0,121.0,3
2.0,4.0,275.0,4
1.0,1.0,165.0,2
1.0,1.0,60.0,2
2.0,3.0,110.0,5
1.0,1.0,46.0,1
1.0,,95.0,2
1.0,1.0,278.0,2
1.0,1.0,193.0,2
2.0,1.0,210.0,3
1.0,1.0,112.0,2
3.0,3.0,250.0,4
1.0,1.0,155.0,2
1.0,1.0,185.0,2
1.0,1.0,80.0,2
3.0,5.0,218.0,4
1.0,2.0,225.0,3
2.0,2.0,249.0,4
3.0,4.0,249.0,4
1.0,1.0,166.0,2
1.0,,90.0,2
1.0,1.0,164.0,2
1.0,1.0,94.0,2
3.0,4.0,340.0,4
2.0,2.0,207.0,4
3.0,3.0,250.0,4
1.0,1.0,121.0,2
4.0,5.0,279.0,5
1.0,1.0,147.0,2
1.0,1.0,180.0,2
1.0,1.0,165.0,2
1.0,1.0,129.0,2
2.0,,210.0,4
3.0,4.0,629.0,4
3.0,3.0,77.0,4
1.0,1.0,89.0,1
2.0,2.0,140.0,3
1.0,1.0,211.0,2
1.0,1.0,260.0,2
1.0,,120.0,2
3.0,4.0,119.0,4
2.0,4.0,120.0,4
1.0,1.0,250.0,2
1.0,1.0,240.0,2
1.0,1.0,99.0,2
4.0,7.0,350.0,6
1.0,1.0,110.0,2
3.0,,125.0,2
1.0,1.0,132.0,2
1.0,1.0,65.0,2
3.0,3.0,500.0,4
2.0,3.0,150.0,4
1.0,1.0,75.0,2
2.0,2.0,125.0,3
1.0,,102.0,2
4.0,7.0,170.0,6
1.0,1.0,180.0,2
2.0,2.0,250.0,4
2.0,4.0,110.0,4
1.0,1.0,110.0,2
2.0,3.0,78.0,4
3.0,3.0,333.0,5
1.0,2.0,150.0,3
1.0,1.0,90.0,2
2.0,2.0,159.0,4
1.0,3.0,48.0,4
1.0,1.0,105.0,2
1.0,4.0,74.0,4
2.0,3.0,110.0,3
2.0,2.0,250.0,4
1.0,1.0,68.0,2
1.0,1.0,109.0,2
1.0,1.0,79.0,2
1.0,1.0,133.0,2
1.0,,125.0,2
2.0,3.0,318.0,4
1.0,1.0,100.0,2
2.0,3.0,150.0,2
2.0,2.0,179.0,3
1.0,1.0,66.0,2
2.0,2.0,255.0,3
1.0,2.0,83.0,2
,2.0,115.0,2
4.0,4.0,231.0,5
1.0,1.0,45.0,1
1.0,1.0,76.0,2
1.0,1.0,95.0,2
3.0,4.0,175.0,4
2.0,2.0,156.0,3
1.0,1.0,125.0,2
1.0,1.0,80.0,2
1.0,1.0,45.0,2
2.0,2.0,183.0,3
1.0,1.0,131.0,2
3.0,3.0,150.0,4
,,125.0,3
1.0,2.0,107.0,3
3.0,4.0,250.0,4
2.0,2.0,71.0,3
1.0,1.0,129.0,2
1.0,2.0,171.0,4
1.0,1.0,76.0,2
1.0,1.0,96.0,2
1.0,1.0,140.0,2
1.0,1.0,89.0,2
,1.0,75.0,2
3.0,4.0,140.0,4
1.0,,90.0,2
1.0,1.0,200.0,2
1.0,1.0,120.0,2
1.0,1.0,35.0,2
1.0,2.0,140.0,4
1.0,1.0,57.0,2
2.0,2.0,180.0,4
2.0,2.0,200.0,4
1.0,1.0,90.0,2
1.0,1.0,125.0,2
1.0,2.0,113.0,3
2.0,6.0,145.0,4
2.0,3.0,229.0,4
1.0,1.0,110.0,2
2.0,3.0,295.0,4
1.0,1.0,103.0,2
1.0,,80.0,2
1.0,1.0,170.0,2
3.0,3.0,529.0,4
1.0,1.0,69.0,3
1.0,1.0,140.0,2
1.0,1.0,130.0,2
1.0,1.0,120.0,2
1.0,1.0,126.0,2
1.0,2.0,60.0,2
1.0,1.0,153.0,2
1.0,1.0,300.0,2
1.0,1.0,175.0,2
1.0,1.0,105.0,2
1.0,1.0,180.0,2
1.0,1.0,68.0,2
1.0,1.0,200.0,2
1.0,1.0,164.0,2
4.0,5.0,486.0,6
2.0,2.0,179.0,4
2.0,2.0,164.0,4
2.0,2.0,135.0,3
2.0,2.0,280.0,4
1.0,1.0,81.0,2
2.0,2.0,210.0,4
6.0,8.0,550.0,4
1.0,1.0,125.0,2
1.0,2.0,150.0,4
1.0,1.0,250.0,2
2.0,2.0,249.0,4
2.0,3.0,200.0,4
1.0,1.0,121.0,2
1.0,1.0,175.0,2
1.0,1.0,89.0,2
1.0,,149.0,2
1.0,1.0,150.0,2
1.0,1.0,50.0,2
1.0,,101.0,4
1.0,,145.0,2
1.0,1.0,160.0,2
1.0,1.0,150.0,2
1.0,4.0,191.0,6
3.0,4.0,325.0,4
2.0,2.0,220.0,3
1.0,1.0,79.0,2
1.0,1.0,250.0,2
3.0,20.0,432.0,16
2.0,3.0,60.0,3
1.0,2.0,95.0,3
1.0,1.0,105.0,2
1.0,1.0,100.0,2
2.0,3.0,179.0,5
1.0,1.0,185.0,2
1.0,1.0,123.0,2
1.0,,249.0,2
3.0,4.0,266.0,4
1.0,1.0,66.0,1
2.0,4.0,171.0,4
2.0,2.0,299.0,4
1.0,1.0,40.0,2
1.0,1.0,220.0,2
1.0,1.0,110.0,2
1.0,2.0,161.0,2
1.0,1.0,134.0,2
1.0,,120.0,2
1.0,1.0,104.0,2
,2.0,89.0,3
2.0,2.0,300.0,4
2.0,2.0,325.0,4
4.0,4.0,180.0,5
1.0,1.0,100.0,2
1.0,,57.0,2
1.0,1.0,65.0,2
1.0,1.0,70.0,4
1.0,1.0,43.0,2
2.0,2.0,185.0,4
1.0,1.0,110.0,2
1.0,1.0,73.0,2
1.0,1.0,105.0,2
2.0,3.0,200.0,4
1.0,,263.0,2
1.0,1.0,113.0,2
2.0,2.0,207.0,6
2.0,3.0,250.0,4
1.0,2.0,179.0,3
1.0,1.0,89.0,2
1.0,1.0,111.0,2
1.0,1.0,100.0,2
1.0,2.0,195.0,3
1.0,1.0,230.0,2
1.0,3.0,199.0,2
2.0,2.0,110.0,4
2.0,2.0,200.0,4
1.0,2.0,220.0,2
1.0,,220.0,2
1.0,1.0,150.0,2
1.0,2.0,160.0,3
3.0,3.0,150.0,4
1.0,1.0,99.0,2
1.0,1.0,111.0,2
1.0,1.0,41.0,1
1.0,1.0,140.0,2
1.0,1.0,170.0,3
2.0,2.0,175.0,4
1.0,2.0,130.0,4
2.0,2.0,200.0,4
4.0,4.0,460.0,6
2.0,2.0,219.0,4
4.0,4.0,695.0,4
1.0,1.0,140.0,2
,2.0,77.0,2
2.0,2.0,249.0,3
2.0,4.0,150.0,4
1.0,4.0,76.0,4
3.0,4.0,400.0,4
1.0,1.0,200.0,2
1.0,1.0,111.0,3
3.0,4.0,345.0,6
1.0,1.0,130.0,2
1.0,1.0,85.0,2
1.0,1.0,79.0,2
1.0,2.0,125.0,4
1.0,1.0,85.0,2
1.0,1.0,84.0,2
2.0,2.0,179.0,4
2.0,4.0,181.0,4
1.0,1.0,120.0,2
2.0,2.0,161.0,4
1.0,1.0,52.0,4
2.0,3.0,190.0,4
1.0,1.0,45.0,1
1.0,2.0,45.0,3
1.0,2.0,90.0,2
1.0,1.0,79.0,2
1.0,1.0,100.0,2
2.0,2.0,190.0,4
2.0,2.0,130.0,4
1.0,1.0,50.0,3
1.0,2.0,96.0,4
1.0,1.0,65.0,2
1.0,1.0,120.0,2
1.0,1.0,125.0,2
1.0,1.0,102.0,2
1.0,1.0,95.0,2
,1.0,83.0,2
1.0,1.0,115.0,2
1.0,1.0,314.0,2
3.0,3.0,199.0,4
3.0,3.0,195.0,4
2.0,3.0,95.0,4
3.0,3.0,449.0,6
1.0,3.0,102.0,4
2.0,2.0,400.0,4
4.0,6.0,745.0,8
3.0,4.0,100.0,5
1.0,1.0,126.0,2
1.0,1.0,195.0,2
1.0,1.0,159.0,3
1.0,1.0,118.0,2
1.0,1.0,65.0,2
2.0,,350.0,4
2.0,3.0,200.0,4
1.0,4.0,80.0,3
1.0,1.0,80.0,2
1.0,1.0,100.0,2
1.0,1.0,120.0,4
1.0,1.0,125.0,2
8.0,18.0,587.0,16
1.0,2.0,65.0,4
1.0,1.0,195.0,2
4.0,2.0,221.0,4
1.0,1.0,125.0,2
3.0,3.0,252.0,4
1.0,1.0,105.0,2
,1.0,135.0,2
2.0,2.0,150.0,4
7.0,14.0,487.0,14
1.0,1.0,144.0,2
2.0,2.0,214.0,4
1.0,1.0,109.0,2
1.0,1.0,100.0,2
1.0,1.0,63.0,2
1.0,1.0,150.0,2
1.0,1.0,86.0,2
1.0,1.0,150.0,2
1.0,1.0,59.0,2
2.0,2.0,247.0,4
2.0,2.0,150.0,3
1.0,1.0,178.0,2
1.0,1.0,116.0,2
2.0,2.0,232.0,4
2.0,1.0,220.0,2
,4.0,330.0,4
2.0,2.0,205.0,4
3.0,3.0,140.0,4
1.0,1.0,160.0,2
3.0,3.0,133.0,4
1.0,1.0,85.0,2
4.0,6.0,225.0,4
5.0,6.0,204.0,4
1.0,1.0,85.0,2
1.0,,85.0,2
1.0,1.0,200.0,2
4.0,5.0,225.0,4
2.0,2.0,195.0,4
1.0,1.0,155.0,2
,1.0,111.0,2
1.0,1.0,175.0,2
1.0,1.0,120.0,2
1.0,1.0,49.0,2
,1.0,191.0,2
4.0,3.0,200.0,4
1.0,2.0,149.0,4
1.0,2.0,195.0,2
1.0,1.0,85.0,1
2.0,3.0,142.0,4
1.0,4.0,145.0,4
,2.0,149.0,4
1.0,1.0,102.0,2
1.0,2.0,144.0,2
2.0,2.0,128.0,4
1.0,,165.0,2
1.0,1.0,149.0,2
1.0,1.0,110.0,2
3.0,6.0,400.0,6
1.0,1.0,100.0,2
1.0,1.0,79.0,2
3.0,3.0,350.0,4
1.0,1.0,248.0,2
1.0,2.0,157.0,4
1.0,,172.0,4
1.0,1.0,79.0,2
1.0,1.0,75.0,2
4.0,4.0,448.0,6
1.0,1.0,150.0,2
2.0,2.0,207.0,4
1.0,1.0,80.0,2
1.0,1.0,95.0,2
1.0,1.0,149.0,1
,1.0,76.0,2
1.0,2.0,166.0,4
1.0,1.0,80.0,2
1.0,1.0,127.0,2
1.0,1.0,76.0,2
1.0,1.0,220.0,2
2.0,2.0,400.0,4
1.0,1.0,55.0,2
4.0,4.0,330.0,4
,1.0,125.0,2
2.0,4.0,196.0,4
1.0,1.0,148.0,2
2.0,3.0,210.0,4
1.0,2.0,120.0,2
4.0,6.0,245.0,4
1.0,1.0,122.0,2
2.0,1.0,95.0,2
1.0,1.0,140.0,2
1.0,1.0,168.0,2
1.0,1.0,178.0,2
1.0,1.0,200.0,2
4.0,6.0,150.0,8
2.0,3.0,280.0,4
1.0,2.0,90.0,2
,1.0,99.0,2
3.0,3.0,179.0,3
2.0,2.0,175.0,4
1.0,1.0,143.0,2
4.0,5.0,257.0,4
1.0,2.0,55.0,2
4.0,4.0,299.0,4
1.0,1.0,100.0,2
1.0,2.0,85.0,4
2.0,2.0,453.0,4
1.0,1.0,45.0,1
1.0,1.0,240.0,2
1.0,1.0,99.0,2
1.0,1.0,101.0,2
1.0,1.0,74.0,2
1.0,1.0,80.0,2
1.0,1.0,135.0,2
1.0,2.0,122.0,2
2.0,3.0,150.0,4
1.0,2.0,150.0,4
2.0,2.0,275.0,4
1.0,1.0,250.0,2
1.0,1.0,90.0,2
3.0,6.0,320.0,6
1.0,2.0,85.0,4
1.0,1.0,115.0,4
,1.0,98.0,2
1.0,1.0,130.0,2
2.0,3.0,250.0,4
2.0,3.0,325.0,4
2.0,4.0,50.0,4
1.0,2.0,175.0,2
4.0,6.0,195.0,4
1.0,1.0,79.0,2
3.0,3.0,100.0,4
1.0,1.0,135.0,2
1.0,1.0,249.0,2
1.0,1.0,73.0,2
1.0,1.0,130.0,2
1.0,2.0,51.0,2
3.0,3.0,213.0,4
1.0,1.0,120.0,2
,1.0,90.0,4
1.0,1.0,200.0,2
4.0,5.0,225.0,6
1.0,1.0,123.0,2
1.0,1.0,149.0,2
1.0,,109.0,2
2.0,4.0,170.0,4
2.0,2.0,295.0,4
1.0,4.0,57.0,4
1.0,1.0,175.0,2
1.0,1.0,128.0,2
1.0,1.0,131.0,2
2.0,4.0,350.0,4
3.0,3.0,350.0,5
1.0,1.0,133.0,2
1.0,2.0,193.0,2
2.0,2.0,350.0,4
1.0,1.0,79.0,3
1.0,2.0,150.0,4
1.0,1.0,80.0,2
2.0,,189.0,3
1.0,1.0,95.0,2
1.0,1.0,250.0,2
1.0,1.0,250.0,2
1.0,1.0,104.0,2
1.0,1.0,139.0,2
1.0,1.0,70.0,2
1.0,1.0,150.0,2
1.0,2.0,150.0,3
1.0,1.0,155.0,2
2.0,2.0,95.0,2
2.0,2.0,225.0,2
3.0,4.0,214.0,4
1.0,1.0,159.0,2
1.0,1.0,150.0,3
4.0,4.0,250.0,4
1.0,1.0,58.0,1
2.0,,55.0,4
1.0,,149.0,2
1.0,1.0,189.0,4
,,85.0,2
2.0,2.0,226.0,4
1.0,1.0,149.0,2
,1.0,90.0,2
,1.0,69.0,2
1.0,1.0,75.0,2
1.0,2.0,83.0,2
1.0,1.0,120.0,2
4.0,6.0,450.0,4
1.0,2.0,75.0,2
1.0,1.0,93.0,2
2.0,2.0,210.0,4
1.0,1.0,145.0,2
1.0,1.0,90.0,2
1.0,1.0,145.0,2
1.0,1.0,110.0,2
4.0,4.0,120.0,5
1.0,1.0,61.0,2
1.0,,59.0,2
3.0,3.0,128.0,4
2.0,2.0,210.0,3
1.0,1.0,236.0,2
2.0,4.0,125.0,4
1.0,1.0,129.0,2
1.0,1.0,100.0,2
1.0,2.0,104.0,2
3.0,3.0,210.0,4
1.0,4.0,209.0,4
1.0,3.0,153.0,3
1.0,1.0,73.0,1
1.0,,150.0,2
2.0,4.0,255.0,4
1.0,1.0,175.0,2
2.0,1.0,105.0,2
3.0,3.0,110.0,4
1.0,1.0,70.0,2
,1.0,100.0,2
1.0,2.0,80.0,2
3.0,3.0,195.0,4
1.0,1.0,60.0,2
1.0,,180.0,2
2.0,1.0,120.0,3
1.0,1.0,75.0,2
2.0,2.0,300.0,4
1.0,1.0,199.0,2
1.0,,110.0,2
1.0,2.0,125.0,2
1.0,2.0,104.0,2
1.0,3.0,153.0,3
1.0,1.0,139.0,2
5.0,17.0,291.0,16
2.0,5.0,170.0,8
1.0,1.0,140.0,2
2.0,5.0,176.0,7
2.0,5.0,205.0,7
2.0,6.0,186.0,7
1.0,1.0,110.0,2
1.0,1.0,175.0,2
1.0,1.0,98.0,2
1.0,2.0,115.0,4
3.0,3.0,210.0,4
,1.0,45.0,2
1.0,1.0,75.0,2
1.0,1.0,195.0,2
1.0,1.0,100.0,2
1.0,,110.0,3
3.0,5.0,130.0,4
3.0,4.0,250.0,4
1.0,1.0,140.0,2
2.0,2.0,180.0,4
1.0,1.0,103.0,2
2.0,2.0,325.0,4
2.0,2.0,400.0,4
1.0,2.0,113.0,4
1.0,1.0,136.0,2
1.0,2.0,117.0,2
1.0,2.0,104.0,2
1.0,1.0,50.0,2
1.0,1.0,80.0,1
1.0,1.0,150.0,2
1.0,1.0,73.0,1
1.0,1.0,139.0,3
1.0,1.0,79.0,2
1.0,1.0,120.0,2
1.0,2.0,125.0,2
1.0,1.0,169.0,2
1.0,1.0,75.0,2
1.0,1.0,90.0,2
1.0,1.0,314.0,2
2.0,2.0,200.0,4
2.0,2.0,320.0,3
1.0,1.0,150.0,2
3.0,3.0,189.0,4
1.0,1.0,70.0,2
1.0,2.0,70.0,2
1.0,1.0,44.0,1
1.0,1.0,50.0,2
3.0,3.0,140.0,4
1.0,1.0,62.0,2
1.0,1.0,100.0,2
2.0,4.0,246.0,4
1.0,1.0,119.0,2
1.0,2.0,153.0,2
1.0,2.0,114.0,2
4.0,4.0,150.0,4
1.0,1.0,70.0,2
3.0,5.0,225.0,4
2.0,2.0,229.0,4
3.0,3.0,150.0,5
1.0,2.0,190.0,3
1.0,2.0,95.0,2
1.0,1.0,90.0,2
1.0,1.0,50.0,2
2.0,4.0,175.0,4
1.0,1.0,104.0,2
3.0,3.0,175.0,4
1.0,1.0,106.0,2
4.0,4.0,195.0,4
1.0,1.0,79.0,2
1.0,1.0,109.0,2
1.0,1.0,167.0,2
3.0,4.0,230.0,4
1.0,1.0,59.0,2
2.0,4.0,250.0,4
1.0,1.0,262.0,4
2.0,2.0,210.0,4
4.0,4.0,400.0,4
2.0,3.0,55.0,2
2.0,2.0,148.0,4
2.0,2.0,135.0,4
1.0,3.0,89.0,4
2.0,2.0,229.0,4
5.0,6.0,250.0,4
1.0,1.0,80.0,2
2.0,2.0,76.0,3
1.0,1.0,95.0,2
1.0,1.0,150.0,2
4.0,,120.0,5
2.0,3.0,250.0,4
1.0,,135.0,2
2.0,2.0,335.0,4
1.0,1.0,101.0,2
1.0,1.0,120.0,2
2.0,2.0,190.0,3
2.0,2.0,129.0,2
1.0,1.0,47.0,1
1.0,1.0,95.0,2
2.0,3.0,350.0,4
1.0,1.0,98.0,2
3.0,3.0,175.0,4
3.0,4.0,200.0,4
3.0,,175.0,3
3.0,3.0,156.0,4
2.0,2.0,95.0,4
1.0,1.0,250.0,2
3.0,3.0,269.0,4
1.0,1.0,275.0,2
3.0,,275.0,5
1.0,1.0,89.0,1
1.0,1.0,26.0,2
1.0,2.0,149.0,4
1.0,2.0,140.0,3
1.0,1.0,99.0,2
2.0,3.0,362.0,4
,1.0,75.0,2
3.0,3.0,110.0,4
1.0,2.0,169.0,2
1.0,1.0,208.0,2
2.0,2.0,85.0,2
1.0,1.0,150.0,2
1.0,3.0,149.0,3
3.0,4.0,199.0,4
2.0,2.0,133.0,4
1.0,1.0,120.0,2
1.0,1.0,85.0,2
1.0,,145.0,2
1.0,1.0,167.0,4
2.0,2.0,130.0,2
3.0,4.0,400.0,6
1.0,1.0,60.0,2
2.0,2.0,186.0,4
2.0,4.0,150.0,4
3.0,3.0,95.0,4
2.0,3.0,132.0,4
2.0,2.0,276.0,4
2.0,3.0,225.0,4
1.0,1.0,105.0,2
2.0,4.0,200.0,4
1.0,1.0,75.0,2
1.0,1.0,142.0,2
1.0,2.0,130.0,3
1.0,1.0,50.0,2
1.0,1.0,42.0,2
3.0,3.0,180.0,4
1.0,1.0,131.0,2
1.0,1.0,125.0,2
1.0,1.0,110.0,2
1.0,2.0,240.0,4
3.0,4.0,425.0,4
2.0,3.0,48.0,4
1.0,1.0,75.0,2
2.0,2.0,194.0,2
3.0,3.0,139.0,4
1.0,1.0,171.0,2
1.0,2.0,95.0,2
1.0,1.0,100.0,2
1.0,1.0,106.0,2
3.0,4.0,450.0,6
2.0,2.0,140.0,2
1.0,2.0,160.0,4
4.0,6.0,237.0,4
1.0,1.0,125.0,2
2.0,3.0,175.0,4
2.0,3.0,147.0,4
1.0,,55.0,2
2.0,2.0,194.0,4
1.0,2.0,80.0,2
5.0,6.0,700.0,8
2.0,3.0,195.0,4
2.0,2.0,199.0,4
2.0,2.0,198.0,4
1.0,1.0,102.0,2
1.0,1.0,131.0,2
1.0,1.0,85.0,2
3.0,4.0,299.0,6
1.0,1.0,140.0,2
4.0,12.0,377.0,12
1.0,2.0,100.0,2
1.0,2.0,125.0,2
1.0,1.0,130.0,2
1.0,1.0,55.0,2
1.0,1.0,108.0,2
1.0,,135.0,2
1.0,4.0,160.0,4
1.0,2.0,166.0,4
1.0,1.0,79.0,2
1.0,1.0,86.0,2
2.0,2.0,200.0,4
1.0,1.0,91.0,2
2.0,2.0,350.0,4
2.0,2.0,442.0,4
1.0,2.0,75.0,4
2.0,3.0,150.0,4
3.0,5.0,125.0,4
1.0,2.0,200.0,3
1.0,1.0,100.0,2
1.0,2.0,114.0,2
1.0,1.0,86.0,2
1.0,1.0,105.0,2
1.0,1.0,139.0,2
2.0,2.0,227.0,4
2.0,4.0,122.0,4
1.0,1.0,35.0,2
2.0,3.0,290.0,4
1.0,1.0,150.0,2
2.0,2.0,190.0,4
1.0,2.0,120.0,2
1.0,2.0,93.0,3
1.0,,250.0,2
1.0,1.0,80.0,2
1.0,1.0,120.0,2
1.0,1.0,130.0,2
3.0,3.0,245.0,4
1.0,1.0,75.0,2
1.0,1.0,150.0,2
2.0,2.0,320.0,4
1.0,1.0,149.0,2
4.0,5.0,1160.0,4
2.0,3.0,135.0,3
,1.0,67.0,2
3.0,3.0,292.0,4
2.0,3.0,170.0,4
1.0,2.0,206.0,4
1.0,2.0,179.0,2
1.0,,85.0,2
1.0,1.0,142.0,2
1.0,1.0,115.0,2
1.0,1.0,80.0,2
2.0,2.0,221.0,3
1.0,1.0,85.0,2
1.0,1.0,55.0,1
2.0,2.0,260.0,4
2.0,3.0,155.0,4
2.0,2.0,185.0,4
1.0,2.0,125.0,3
2.0,2.0,319.0,3
1.0,1.0,130.0,2
1.0,1.0,99.0,2
1.0,1.0,115.0,2
,5.0,175.0,5
1.0,1.0,85.0,2
4.0,3.0,300.0,4
1.0,1.0,100.0,2
1.0,2.0,115.0,2
4.0,4.0,156.0,4
4.0,4.0,260.0,4
1.0,1.0,153.0,2
1.0,1.0,130.0,2
1.0,1.0,250.0,2
2.0,2.0,291.0,5
1.0,1.0,146.0,2
1.0,1.0,71.0,2
1.0,,110.0,2
1.0,1.0,110.0,2
2.0,2.0,450.0,3
1.0,1.0,62.0,2
1.0,,38.0,2
1.0,1.0,140.0,2
1.0,1.0,162.0,2
1.0,1.0,199.0,2
3.0,4.0,256.0,4
3.0,2.0,139.0,4
2.0,2.0,85.0,4
3.0,3.0,201.0,4
1.0,1.0,76.0,2
3.0,3.0,94.0,4
1.0,,96.0,2
1.0,1.0,125.0,2
1.0,2.0,150.0,4
1.0,1.0,100.0,2
1.0,2.0,93.0,2
1.0,1.0,129.0,2
1.0,1.0,89.0,2
1.0,,84.0,2
1.0,2.0,118.0,3
3.0,3.0,275.0,4
2.0,3.0,449.0,4
1.0,1.0,88.0,2
1.0,1.0,104.0,2
1.0,1.0,89.0,2
,1.0,76.0,2
1.0,1.0,96.0,2
2.0,2.0,200.0,4
4.0,7.0,314.0,6
1.0,1.0,100.0,2
1.0,1.0,117.0,2
1.0,1.0,99.0,2
1.0,1.0,210.0,2
1.0,1.0,139.0,2
1.0,2.0,72.0,2
,1.0,87.0,2
1.0,1.0,103.0,2
3.0,4.0,214.0,4
2.0,3.0,270.0,6
2.0,2.0,189.0,4
1.0,1.0,270.0,2
1.0,1.0,80.0,2
2.0,2.0,189.0,4
2.0,2.0,230.0,4
2.0,2.0,116.0,4
3.0,3.0,650.0,4
2.0,2.0,110.0,4
1.0,2.0,124.0,4
2.0,2.0,170.0,4
1.0,1.0,100.0,2
1.0,1.0,71.0,2
3.0,3.0,1190.0,4
2.0,2.0,225.0,4
1.0,1.0,175.0,2
1.0,2.0,148.0,2
3.0,5.0,349.0,6
1.0,1.0,91.0,2
3.0,3.0,150.0,4
1.0,2.0,130.0,2
1.0,1.0,101.0,2
1.0,1.0,115.0,2
2.0,2.0,250.0,4
2.0,2.0,130.0,4
1.0,1.0,95.0,2
2.0,2.0,179.0,4
1.0,2.0,101.0,3
1.0,1.0,93.0,2
4.0,4.0,335.0,4
1.0,1.0,65.0,2
1.0,1.0,45.0,1
1.0,1.0,120.0,2
2.0,4.0,110.0,4
1.0,1.0,100.0,2
1.0,2.0,500.0,4
,1.0,74.0,2
1.0,1.0,185.0,2
3.0,4.0,186.0,4
1.0,3.0,180.0,3
1.0,1.0,90.0,2
2.0,2.0,135.0,3
1.0,2.0,243.0,2
4.0,4.0,240.0,4
3.0,3.0,331.0,4
1.0,1.0,115.0,2
1.0,2.0,359.0,4
1.0,1.0,112.0,2
1.0,1.0,150.0,2
1.0,1.0,133.0,2
1.0,1.0,135.0,2
1.0,2.0,100.0,2
2.0,2.0,129.0,2
1.0,1.0,41.0,1
1.0,1.0,60.0,2
2.0,3.0,225.0,3
,1.0,115.0,2
2.0,2.0,110.0,3
,1.0,80.0,2
1.0,1.0,85.0,2
1.0,3.0,109.0,4
2.0,2.0,264.0,4
1.0,1.0,110.0,2
1.0,2.0,86.0,3
1.0,1.0,95.0,2
1.0,12.0,388.0,12
1.0,1.0,130.0,2
1.0,2.0,60.0,3
