bedrooms,beds,Price,n_person
2.0,2.0,350.0,4
2.0,2.0,379.0,4
1.0,1.0,135.0,2
2.0,2.0,160.0,4
2.0,2.0,200.0,4
1.0,1.0,160.0,2
1.0,4.0,75.0,4
3.0,3.0,125.0,4
4.0,6.0,329.0,7
1.0,1.0,109.0,2
2.0,3.0,350.0,5
1.0,2.0,78.0,1
2.0,2.0,200.0,4
1.0,1.0,200.0,4
1.0,2.0,240.0,4
1.0,3.0,250.0,4
4.0,7.0,275.0,4
2.0,3.0,199.0,4
4.0,4.0,200.0,4
1.0,1.0,120.0,2
1.0,1.0,400.0,2
3.0,5.0,381.0,5
2.0,2.0,499.0,3
1.0,1.0,150.0,2
1.0,1.0,171.0,2
2.0,2.0,150.0,4
1.0,1.0,100.0,2
2.0,2.0,385.0,4
2.0,3.0,155.0,4
2.0,3.0,130.0,4
2.0,1.0,71.0,3
1.0,1.0,45.0,2
1.0,1.0,75.0,4
1.0,1.0,80.0,2
2.0,2.0,70.0,2
4.0,2.0,130.0,4
1.0,1.0,55.0,2
1.0,1.0,95.0,2
1.0,1.0,100.0,2
2.0,2.0,140.0,4
2.0,2.0,136.0,4
1.0,2.0,140.0,4
1.0,1.0,65.0,2
1.0,1.0,55.0,1
2.0,2.0,160.0,4
3.0,4.0,314.0,4
1.0,1.0,89.0,2
1.0,1.0,100.0,2
1.0,1.0,95.0,2
1.0,1.0,135.0,2
2.0,2.0,354.0,4
1.0,1.0,180.0,2
1.0,1.0,95.0,2
,1.0,92.0,2
1.0,1.0,99.0,2
1.0,1.0,125.0,2
1.0,1.0,125.0,2
1.0,1.0,60.0,2
4.0,4.0,195.0,6
1.0,1.0,230.0,2
1.0,3.0,115.0,3
2.0,2.0,125.0,4
2.0,2.0,283.0,4
1.0,1.0,150.0,2
1.0,2.0,176.0,2
2.0,2.0,120.0,4
2.0,2.0,445.0,4
1.0,1.0,80.0,2
2.0,1.0,155.0,2
1.0,2.0,307.0,4
1.0,1.0,125.0,2
1.0,1.0,130.0,2
2.0,2.0,229.0,4
1.0,1.0,90.0,2
1.0,1.0,140.0,2
,1.0,50.0,2
3.0,5.0,160.0,4
1.0,1.0,95.0,2
,1.0,250.0,2
2.0,3.0,270.0,5
2.0,5.0,134.0,4
4.0,4.0,350.0,5
1.0,1.0,90.0,2
1.0,1.0,92.0,2
1.0,1.0,93.0,2
2.0,2.0,300.0,4
1.0,1.0,220.0,2
1.0,1.0,102.0,2
,1.0,100.0,2
1.0,1.0,125.0,2
2.0,2.0,300.0,3
1.0,1.0,60.0,2
1.0,1.0,69.0,2
1.0,1.0,175.0,2
1.0,1.0,209.0,2
1.0,1.0,197.0,2
1.0,1.0,197.0,2
1.0,1.0,208.0,2
1.0,1.0,231.0,2
2.0,3.0,160.0,4
1.0,,21.0,3
1.0,1.0,133.0,2
1.0,1.0,120.0,2
3.0,4.0,270.0,4
3.0,4.0,100.0,4
1.0,1.0,70.0,1
3.0,2.0,140.0,3
3.0,6.0,282.0,4
3.0,3.0,200.0,4
3.0,5.0,395.0,6
1.0,1.0,175.0,3
1.0,1.0,115.0,2
1.0,1.0,185.0,2
10.0,33.0,725.0,16
1.0,1.0,114.0,2
2.0,2.0,57.0,4
2.0,4.0,50.0,4
1.0,2.0,100.0,3
1.0,1.0,110.0,2
1.0,1.0,99.0,2
2.0,4.0,224.0,4
1.0,1.0,145.0,2
1.0,1.0,75.0,2
3.0,3.0,810.0,6
1.0,1.0,119.0,2
3.0,3.0,130.0,4
2.0,2.0,250.0,4
1.0,1.0,150.0,2
3.0,4.0,259.0,4
,1.0,100.0,2
1.0,1.0,65.0,2
2.0,3.0,235.0,4
1.0,1.0,70.0,2
1.0,1.0,150.0,2
2.0,2.0,214.0,4
1.0,1.0,93.0,2
1.0,1.0,81.0,2
1.0,2.0,120.0,3
2.0,2.0,203.0,4
1.0,1.0,100.0,1
1.0,1.0,150.0,2
5.0,6.0,450.0,7
2.0,2.0,200.0,4
1.0,1.0,136.0,2
1.0,2.0,140.0,2
1.0,1.0,114.0,2
2.0,2.0,160.0,4
1.0,1.0,50.0,2
1.0,2.0,114.0,2
1.0,1.0,59.0,2
1.0,1.0,100.0,2
2.0,2.0,119.0,3
1.0,1.0,90.0,2
1.0,1.0,90.0,2
1.0,1.0,114.0,2
2.0,2.0,136.0,4
1.0,1.0,125.0,2
3.0,3.0,175.0,4
1.0,1.0,135.0,2
1.0,1.0,150.0,2
3.0,4.0,444.0,4
2.0,2.0,99.0,4
4.0,4.0,350.0,4
3.0,6.0,250.0,4
1.0,2.0,177.0,3
2.0,2.0,295.0,4
2.0,2.0,185.0,4
1.0,1.0,140.0,2
1.0,1.0,217.0,2
1.0,3.0,100.0,2
2.0,2.0,180.0,4
1.0,1.0,99.0,2
2.0,1.0,125.0,4
1.0,1.0,155.0,2
2.0,1.0,179.0,2
3.0,5.0,190.0,5
1.0,1.0,120.0,2
2.0,2.0,123.0,4
1.0,2.0,70.0,3
1.0,1.0,140.0,2
3.0,5.0,295.0,4
3.0,3.0,260.0,5
3.0,3.0,165.0,4
1.0,1.0,80.0,2
1.0,1.0,233.0,2
3.0,4.0,300.0,4
1.0,2.0,145.0,2
1.0,1.0,94.0,2
1.0,1.0,80.0,2
1.0,1.0,106.0,2
1.0,1.0,147.0,2
,1.0,80.0,2
2.0,3.0,160.0,4
3.0,4.0,314.0,4
1.0,1.0,101.0,2
1.0,1.0,75.0,2
2.0,2.0,159.0,4
1.0,1.0,100.0,2
2.0,4.0,350.0,4
2.0,1.0,150.0,2
3.0,3.0,200.0,5
1.0,1.0,80.0,2
1.0,1.0,95.0,2
2.0,4.0,214.0,4
2.0,1.0,150.0,4
1.0,1.0,75.0,2
3.0,5.0,218.0,6
1.0,2.0,75.0,2
1.0,1.0,200.0,2
1.0,1.0,140.0,2
4.0,4.0,294.0,4
2.0,6.0,195.0,5
1.0,1.0,150.0,2
1.0,1.0,120.0,2
1.0,1.0,121.0,2
2.0,4.0,325.0,4
2.0,3.0,160.0,4
1.0,1.0,121.0,2
1.0,1.0,144.0,2
1.0,2.0,75.0,2
1.0,1.0,119.0,2
4.0,3.0,857.0,4
3.0,2.0,166.0,4
3.0,2.0,240.0,6
2.0,3.0,210.0,4
1.0,2.0,45.0,4
1.0,2.0,44.0,2
2.0,2.0,299.0,4
1.0,1.0,70.0,2
2.0,2.0,199.0,4
1.0,1.0,85.0,2
1.0,2.0,200.0,2
1.0,1.0,103.0,2
1.0,1.0,110.0,2
3.0,3.0,350.0,4
2.0,2.0,185.0,4
2.0,3.0,199.0,4
4.0,4.0,500.0,4
1.0,1.0,76.0,2
3.0,2.0,150.0,4
1.0,1.0,191.0,2
2.0,2.0,180.0,2
1.0,1.0,89.0,2
1.0,2.0,180.0,2
3.0,3.0,215.0,5
1.0,1.0,151.0,2
1.0,1.0,110.0,2
1.0,1.0,182.0,2
2.0,2.0,250.0,4
1.0,1.0,100.0,2
3.0,3.0,155.0,4
2.0,2.0,150.0,4
2.0,3.0,225.0,4
2.0,2.0,105.0,3
1.0,2.0,80.0,3
2.0,3.0,150.0,4
1.0,1.0,45.0,3
1.0,1.0,45.0,2
2.0,3.0,199.0,4
1.0,1.0,75.0,4
1.0,1.0,220.0,2
1.0,1.0,71.0,2
2.0,2.0,100.0,4
1.0,1.0,71.0,2
1.0,1.0,54.0,2
3.0,3.0,475.0,4
3.0,3.0,150.0,4
1.0,1.0,250.0,2
3.0,5.0,357.0,5
1.0,1.0,112.0,2
2.0,2.0,180.0,4
3.0,3.0,400.0,6
1.0,1.0,100.0,2
1.0,1.0,110.0,2
2.0,2.0,200.0,4
1.0,1.0,100.0,2
2.0,3.0,75.0,4
1.0,1.0,88.0,2
1.0,1.0,47.0,1
3.0,4.0,130.0,4
1.0,1.0,115.0,2
1.0,1.0,200.0,2
1.0,1.0,110.0,2
1.0,1.0,99.0,2
,1.0,89.0,2
1.0,1.0,176.0,2
1.0,1.0,176.0,2
1.0,1.0,176.0,2
1.0,1.0,176.0,2
1.0,1.0,151.0,2
1.0,1.0,161.0,2
1.0,1.0,151.0,2
1.0,1.0,151.0,2
2.0,2.0,244.0,4
1.0,1.0,99.0,2
2.0,2.0,150.0,4
3.0,2.0,345.0,4
4.0,5.0,145.0,6
1.0,1.0,220.0,2
2.0,2.0,149.0,3
1.0,1.0,82.0,2
1.0,1.0,77.0,2
2.0,2.0,156.0,4
1.0,1.0,136.0,2
1.0,1.0,89.0,2
1.0,1.0,80.0,2
1.0,2.0,149.0,4
1.0,1.0,242.0,3
1.0,1.0,90.0,2
1.0,1.0,546.0,2
1.0,1.0,86.0,2
1.0,1.0,85.0,2
1.0,1.0,117.0,2
1.0,1.0,69.0,2
,1.0,125.0,2
1.0,1.0,39.0,1
1.0,1.0,176.0,2
1.0,3.0,102.0,2
2.0,3.0,243.0,4
1.0,2.0,149.0,4
1.0,1.0,91.0,2
2.0,2.0,247.0,4
2.0,2.0,206.0,4
2.0,2.0,230.0,4
,1.0,75.0,2
1.0,1.0,180.0,2
2.0,2.0,295.0,3
1.0,1.0,112.0,2
1.0,1.0,60.0,2
1.0,2.0,189.0,2
1.0,1.0,139.0,2
1.0,2.0,99.0,4
1.0,1.0,100.0,2
1.0,1.0,232.0,2
2.0,2.0,300.0,4
2.0,2.0,225.0,4
2.0,2.0,200.0,4
1.0,2.0,125.0,3
2.0,2.0,149.0,3
2.0,2.0,220.0,4
2.0,2.0,189.0,4
1.0,1.0,161.0,2
2.0,2.0,250.0,3
1.0,2.0,150.0,2
1.0,1.0,30.0,1
2.0,2.0,209.0,4
2.0,2.0,200.0,4
,1.0,109.0,2
1.0,1.0,80.0,2
1.0,1.0,111.0,2
1.0,1.0,90.0,2
2.0,2.0,164.0,4
2.0,2.0,275.0,4
2.0,2.0,129.0,4
1.0,1.0,153.0,2
2.0,2.0,285.0,4
1.0,1.0,161.0,2
5.0,5.0,350.0,5
1.0,1.0,140.0,2
2.0,3.0,245.0,4
1.0,1.0,70.0,2
1.0,2.0,200.0,4
2.0,2.0,221.0,4
1.0,1.0,76.0,2
1.0,1.0,73.0,2
1.0,1.0,71.0,2
2.0,3.0,190.0,4
3.0,4.0,430.0,6
3.0,4.0,295.0,6
3.0,2.0,175.0,3
,4.0,131.0,4
1.0,1.0,110.0,2
1.0,1.0,119.0,2
2.0,2.0,155.0,4
2.0,2.0,295.0,4
2.0,3.0,198.0,4
2.0,1.0,115.0,2
1.0,1.0,115.0,2
1.0,1.0,90.0,2
1.0,2.0,74.0,2
1.0,1.0,56.0,2
1.0,1.0,120.0,2
1.0,1.0,600.0,2
1.0,1.0,323.0,2
2.0,2.0,129.0,3
2.0,3.0,156.0,4
1.0,1.0,90.0,2
1.0,1.0,150.0,2
1.0,1.0,277.0,2
1.0,1.0,235.0,2
1.0,1.0,49.0,2
1.0,1.0,95.0,2
1.0,2.0,129.0,2
,1.0,135.0,2
,1.0,160.0,2
2.0,3.0,300.0,4
1.0,2.0,319.0,6
1.0,2.0,235.0,4
1.0,2.0,261.0,4
1.0,,98.0,2
3.0,3.0,265.0,4
1.0,1.0,200.0,2
1.0,2.0,217.0,2
1.0,2.0,217.0,2
1.0,2.0,256.0,2
2.0,4.0,377.0,4
2.0,4.0,347.0,4
1.0,2.0,72.0,2
1.0,1.0,195.0,2
2.0,2.0,150.0,4
1.0,1.0,165.0,2
1.0,1.0,92.0,2
3.0,3.0,300.0,4
1.0,2.0,71.0,2
,,124.0,2
1.0,1.0,75.0,2
1.0,2.0,250.0,4
,1.0,55.0,2
1.0,1.0,75.0,2
3.0,3.0,250.0,4
1.0,1.0,82.0,2
2.0,2.0,491.0,4
2.0,,291.0,4
2.0,1.0,267.0,4
2.0,3.0,314.0,6
2.0,3.0,175.0,4
1.0,2.0,100.0,2
1.0,1.0,200.0,2
1.0,1.0,100.0,2
1.0,1.0,119.0,2
1.0,2.0,110.0,2
2.0,3.0,442.0,4
2.0,3.0,487.0,4
2.0,3.0,463.0,4
2.0,4.0,529.0,6
2.0,3.0,782.0,4
2.0,3.0,140.0,3
1.0,1.0,165.0,2
3.0,3.0,120.0,4
4.0,4.0,450.0,4
3.0,3.0,400.0,4
,3.0,270.0,4
1.0,1.0,113.0,2
1.0,1.0,110.0,2
1.0,1.0,51.0,1
2.0,2.0,200.0,4
2.0,2.0,280.0,3
,,155.0,2
1.0,1.0,140.0,2
3.0,4.0,1000.0,4
1.0,1.0,129.0,3
2.0,2.0,299.0,4
1.0,2.0,156.0,4
1.0,1.0,120.0,2
,1.0,110.0,2
4.0,4.0,147.0,4
,1.0,80.0,2
1.0,1.0,90.0,2
,1.0,112.0,2
1.0,1.0,120.0,2
2.0,2.0,220.0,4
3.0,1.0,140.0,4
,,137.0,2
1.0,2.0,115.0,2
2.0,2.0,175.0,4
1.0,2.0,70.0,3
1.0,1.0,110.0,2
10.0,20.0,529.0,16
1.0,1.0,95.0,2
1.0,1.0,112.0,2
1.0,1.0,117.0,2
1.0,1.0,83.0,2
1.0,1.0,99.0,2
1.0,1.0,100.0,2
,1.0,99.0,2
2.0,2.0,371.0,4
2.0,4.0,221.0,4
,1.0,90.0,2
2.0,2.0,84.0,3
1.0,2.0,100.0,4
1.0,1.0,70.0,2
1.0,1.0,80.0,2
1.0,1.0,175.0,2
3.0,3.0,400.0,6
,1.0,100.0,2
1.0,1.0,54.0,1
3.0,3.0,225.0,4
1.0,1.0,79.0,1
1.0,1.0,69.0,2
1.0,1.0,84.0,2
2.0,2.0,250.0,4
1.0,1.0,150.0,2
1.0,,45.0,2
,1.0,182.0,2
,3.0,203.0,4
1.0,3.0,233.0,2
1.0,3.0,244.0,4
2.0,3.0,615.0,6
1.0,1.0,150.0,2
1.0,2.0,75.0,2
1.0,1.0,50.0,2
1.0,,87.0,2
1.0,4.0,108.0,4
2.0,2.0,77.0,4
1.0,1.0,88.0,2
1.0,1.0,65.0,2
1.0,1.0,150.0,2
1.0,2.0,115.0,2
2.0,2.0,250.0,4
2.0,1.0,180.0,2
2.0,3.0,75.0,3
2.0,2.0,267.0,5
2.0,2.0,165.0,4
2.0,2.0,150.0,3
1.0,1.0,128.0,3
1.0,1.0,94.0,2
1.0,1.0,140.0,2
1.0,1.0,130.0,2
1.0,2.0,190.0,2
1.0,2.0,204.0,4
2.0,2.0,234.0,4
2.0,1.0,375.0,4
2.0,2.0,309.0,4
2.0,3.0,479.0,4
1.0,1.0,85.0,2
1.0,1.0,99.0,2
2.0,3.0,130.0,3
2.0,3.0,120.0,4
1.0,1.0,80.0,2
1.0,2.0,75.0,2
4.0,4.0,550.0,6
1.0,1.0,85.0,2
1.0,1.0,128.0,3
,,137.0,2
2.0,2.0,160.0,4
2.0,3.0,178.0,4
2.0,2.0,465.0,4
2.0,2.0,403.0,4
,1.0,188.0,2
1.0,2.0,198.0,2
,1.0,166.0,2
2.0,1.0,180.0,2
1.0,2.0,45.0,1
1.0,1.0,190.0,2
1.0,1.0,110.0,2
,1.0,120.0,3
2.0,2.0,250.0,4
1.0,1.0,90.0,2
1.0,1.0,100.0,2
4.0,5.0,177.0,4
,2.0,230.0,4
,1.0,171.0,2
1.0,2.0,136.0,4
2.0,3.0,214.0,5
2.0,2.0,120.0,4
1.0,2.0,75.0,4
1.0,1.0,140.0,2
1.0,1.0,161.0,2
1.0,1.0,91.0,2
,3.0,94.0,4
1.0,1.0,225.0,2
1.0,1.0,89.0,2
,1.0,149.0,2
2.0,2.0,130.0,4
1.0,1.0,130.0,2
1.0,1.0,94.0,2
1.0,1.0,100.0,2
1.0,1.0,138.0,2
1.0,1.0,145.0,2
2.0,3.0,231.0,4
1.0,1.0,67.0,2
2.0,2.0,201.0,4
3.0,4.0,297.0,4
1.0,1.0,80.0,2
3.0,5.0,255.0,4
1.0,1.0,107.0,2
1.0,2.0,92.0,3
1.0,1.0,158.0,2
3.0,3.0,219.0,4
1.0,2.0,212.0,3
2.0,2.0,230.0,4
2.0,2.0,256.0,4
2.0,2.0,200.0,3
1.0,1.0,121.0,2
1.0,1.0,82.0,2
1.0,1.0,71.0,2
2.0,2.0,250.0,4
4.0,4.0,250.0,4
2.0,3.0,277.0,6
1.0,1.0,135.0,2
1.0,2.0,125.0,2
1.0,1.0,115.0,3
1.0,1.0,125.0,2
1.0,1.0,125.0,2
1.0,1.0,125.0,2
2.0,2.0,506.0,4
1.0,2.0,112.0,4
1.0,1.0,150.0,2
1.0,1.0,79.0,2
1.0,1.0,99.0,2
2.0,2.0,220.0,4
1.0,1.0,240.0,2
1.0,1.0,35.0,1
2.0,2.0,200.0,4
1.0,1.0,165.0,2
1.0,1.0,165.0,2
2.0,2.0,330.0,4
2.0,4.0,200.0,3
1.0,1.0,135.0,2
3.0,3.0,145.0,4
3.0,3.0,380.0,4
1.0,1.0,129.0,2
3.0,2.0,165.0,4
2.0,5.0,124.0,4
2.0,2.0,325.0,4
1.0,1.0,105.0,2
3.0,1.0,180.0,4
1.0,2.0,105.0,4
3.0,6.0,230.0,6
2.0,2.0,150.0,2
1.0,1.0,268.0,2
1.0,2.0,207.0,4
2.0,2.0,160.0,2
1.0,1.0,61.0,3
1.0,1.0,78.0,2
3.0,3.0,260.0,4
1.0,1.0,130.0,2
2.0,2.0,206.0,4
2.0,3.0,200.0,4
2.0,2.0,194.0,4
1.0,1.0,90.0,2
2.0,2.0,126.0,4
,2.0,135.0,3
2.0,2.0,300.0,4
1.0,1.0,115.0,2
1.0,2.0,105.0,2
2.0,3.0,75.0,4
1.0,1.0,32.0,1
1.0,1.0,93.0,2
1.0,1.0,31.0,1
1.0,1.0,20.0,1
1.0,1.0,25.0,1
1.0,1.0,25.0,1
1.0,1.0,65.0,2
1.0,1.0,22.0,1
1.0,1.0,73.0,2
1.0,1.0,125.0,2
1.0,1.0,200.0,2
2.0,2.0,110.0,4
1.0,1.0,500.0,2
4.0,5.0,600.0,7
1.0,1.0,91.0,2
1.0,1.0,100.0,2
1.0,2.0,325.0,4
2.0,2.0,231.0,4
1.0,1.0,145.0,2
1.0,2.0,350.0,1
2.0,3.0,100.0,3
1.0,1.0,60.0,2
1.0,1.0,160.0,2
1.0,1.0,125.0,2
1.0,1.0,79.0,2
1.0,1.0,106.0,2
1.0,2.0,80.0,2
1.0,1.0,350.0,2
1.0,1.0,71.0,2
1.0,1.0,161.0,2
1.0,1.0,101.0,2
1.0,1.0,161.0,2
1.0,1.0,153.0,2
1.0,1.0,180.0,2
1.0,1.0,159.0,2
1.0,1.0,151.0,2
1.0,2.0,248.0,2
1.0,2.0,241.0,4
1.0,2.0,241.0,4
1.0,2.0,271.0,4
1.0,3.0,261.0,6
1.0,3.0,261.0,6
1.0,2.0,251.0,4
1.0,1.0,80.0,2
1.0,1.0,80.0,2
1.0,1.0,75.0,2
1.0,2.0,201.0,4
2.0,2.0,200.0,4
2.0,1.0,150.0,4
4.0,5.0,266.0,4
2.0,2.0,160.0,4
,3.0,132.0,4
2.0,2.0,100.0,4
1.0,1.0,150.0,2
1.0,1.0,170.0,2
1.0,,200.0,2
2.0,3.0,182.0,4
2.0,2.0,294.0,2
,3.0,138.0,3
2.0,2.0,285.0,4
,2.0,325.0,4
1.0,1.0,62.0,2
,1.0,74.0,2
,,69.0,2
2.0,2.0,255.0,4
1.0,1.0,75.0,2
1.0,1.0,99.0,2
2.0,2.0,100.0,4
1.0,1.0,161.0,2
2.0,2.0,490.0,4
,,100.0,2
1.0,1.0,160.0,2
1.0,1.0,22.0,1
1.0,1.0,29.0,1
1.0,1.0,33.0,1
1.0,1.0,31.0,1
1.0,1.0,31.0,1
1.0,1.0,25.0,1
1.0,1.0,38.0,1
1.0,1.0,83.0,1
1.0,1.0,101.0,2
1.0,2.0,165.0,4
1.0,1.0,108.0,2
1.0,1.0,42.0,1
1.0,1.0,135.0,2
1.0,1.0,140.0,2
1.0,2.0,157.0,3
1.0,1.0,72.0,2
2.0,2.0,222.0,4
1.0,2.0,214.0,4
2.0,3.0,150.0,4
1.0,2.0,45.0,2
1.0,1.0,98.0,2
1.0,1.0,192.0,2
1.0,1.0,149.0,2
1.0,4.0,193.0,4
1.0,1.0,200.0,4
1.0,1.0,75.0,2
1.0,1.0,150.0,2
1.0,1.0,155.0,2
1.0,2.0,115.0,2
2.0,2.0,290.0,4
1.0,2.0,85.0,2
1.0,1.0,1057.0,2
2.0,2.0,150.0,4
3.0,4.0,200.0,6
,1.0,160.0,2
1.0,1.0,53.0,2
1.0,1.0,82.0,2
3.0,4.0,435.0,6
1.0,2.0,165.0,4
1.0,2.0,191.0,4
1.0,3.0,185.0,4
1.0,2.0,138.0,2
1.0,2.0,140.0,2
4.0,4.0,499.0,6
1.0,1.0,148.0,2
1.0,1.0,98.0,2
1.0,1.0,150.0,2
3.0,4.0,150.0,4
1.0,1.0,80.0,2
1.0,1.0,150.0,2
1.0,1.0,120.0,2
1.0,1.0,199.0,2
1.0,1.0,225.0,2
2.0,4.0,120.0,4
2.0,4.0,120.0,4
2.0,2.0,285.0,2
3.0,1.0,195.0,4
2.0,2.0,399.0,4
1.0,1.0,140.0,2
3.0,3.0,195.0,5
,1.0,84.0,2
1.0,1.0,228.0,2
1.0,1.0,140.0,2
1.0,2.0,220.0,2
2.0,3.0,149.0,4
1.0,1.0,139.0,2
1.0,2.0,129.0,3
1.0,1.0,150.0,2
1.0,1.0,158.0,2
,1.0,131.0,2
2.0,2.0,357.0,4
1.0,2.0,122.0,4
2.0,2.0,143.0,4
2.0,2.0,154.0,3
2.0,3.0,154.0,4
1.0,1.0,84.0,2
1.0,1.0,85.0,2
5.0,6.0,150.0,4
1.0,3.0,118.0,4
2.0,2.0,153.0,4
1.0,4.0,107.0,4
2.0,2.0,180.0,4
1.0,1.0,200.0,2
1.0,1.0,140.0,2
1.0,1.0,165.0,2
1.0,1.0,132.0,2
1.0,1.0,75.0,2
1.0,1.0,150.0,2
3.0,2.0,135.0,4
3.0,4.0,129.0,4
1.0,1.0,100.0,2
2.0,2.0,102.0,4
1.0,2.0,76.0,2
2.0,3.0,295.0,5
1.0,1.0,96.0,2
1.0,1.0,249.0,2
1.0,2.0,50.0,3
1.0,1.0,70.0,1
1.0,2.0,120.0,4
1.0,1.0,275.0,2
,1.0,91.0,2
1.0,1.0,152.0,2
2.0,2.0,270.0,4
1.0,1.0,150.0,2
,1.0,70.0,1
1.0,1.0,152.0,2
3.0,3.0,150.0,4
1.0,1.0,175.0,2
1.0,1.0,210.0,2
1.0,1.0,180.0,2
1.0,2.0,74.0,2
1.0,2.0,74.0,2
2.0,2.0,104.0,4
1.0,1.0,75.0,2
2.0,4.0,200.0,4
1.0,1.0,175.0,2
1.0,2.0,80.0,2
1.0,2.0,40.0,2
3.0,1.0,131.0,4
3.0,2.0,125.0,4
2.0,3.0,500.0,4
2.0,3.0,306.0,4
2.0,5.0,185.0,4
1.0,1.0,174.0,2
1.0,1.0,125.0,2
1.0,2.0,103.0,3
1.0,1.0,90.0,2
1.0,1.0,51.0,2
2.0,3.0,299.0,4
1.0,1.0,155.0,2
1.0,1.0,105.0,2
1.0,1.0,150.0,2
1.0,1.0,90.0,2
4.0,4.0,450.0,6
2.0,2.0,159.0,4
1.0,1.0,55.0,1
1.0,2.0,125.0,4
5.0,11.0,330.0,12
1.0,1.0,120.0,2
1.0,1.0,50.0,2
1.0,4.0,125.0,3
3.0,3.0,250.0,4
1.0,,126.0,2
2.0,2.0,220.0,4
1.0,1.0,70.0,2
3.0,1.0,199.0,4
2.0,3.0,200.0,4
3.0,3.0,190.0,4
1.0,1.0,55.0,2
1.0,1.0,217.0,2
1.0,1.0,386.0,2
1.0,2.0,260.0,3
1.0,1.0,217.0,2
1.0,1.0,70.0,2
2.0,2.0,240.0,4
1.0,2.0,78.0,2
,,55.0,2
1.0,1.0,106.0,2
1.0,1.0,87.0,2
1.0,1.0,160.0,2
1.0,1.0,130.0,2
1.0,1.0,150.0,2
4.0,4.0,200.0,4
2.0,2.0,313.0,4
1.0,1.0,153.0,2
1.0,1.0,115.0,2
1.0,1.0,78.0,2
1.0,2.0,160.0,3
1.0,1.0,156.0,2
2.0,2.0,182.0,4
3.0,3.0,135.0,4
1.0,1.0,150.0,2
2.0,3.0,309.0,4
1.0,2.0,160.0,4
2.0,2.0,149.0,4
3.0,4.0,329.0,4
1.0,1.0,150.0,4
1.0,1.0,120.0,2
1.0,1.0,125.0,2
2.0,3.0,170.0,4
2.0,2.0,350.0,4
2.0,2.0,350.0,4
2.0,2.0,127.0,4
4.0,4.0,210.0,4
5.0,11.0,160.0,12
1.0,1.0,150.0,2
1.0,1.0,129.0,2
1.0,1.0,80.0,2
2.0,4.0,163.0,4
2.0,2.0,120.0,3
2.0,2.0,175.0,4
3.0,2.0,300.0,4
3.0,3.0,750.0,4
1.0,1.0,175.0,2
3.0,4.0,395.0,5
2.0,4.0,225.0,4
2.0,2.0,362.0,4
1.0,1.0,80.0,2
3.0,4.0,350.0,6
2.0,2.0,198.0,4
1.0,1.0,107.0,2
3.0,3.0,235.0,4
4.0,4.0,195.0,6
5.0,5.0,400.0,10
1.0,1.0,60.0,2
1.0,2.0,200.0,4
3.0,5.0,99.0,4
3.0,5.0,225.0,4
2.0,2.0,200.0,3
